antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
Fluocinonide,Clobetasol,0.12346662195769413,0.33193617794171065,0.060357112918098754,0.4888536833767116,1.472733964727871,0.019374074322087674,1.306991364961059
"Triamcinolone, Adalimumab",Methotrexate,0.09331600860647721,0.553036018665996,0.058708469555984015,0.6291360982182962,1.1376042011438328,0.007101355678456038,1.2051967829349264
"Triamcinolone, Methotrexate",Adalimumab,0.22460670075725822,0.22734512532483864,0.058708469555984015,0.26138342871361037,1.1497208411226614,0.0076452310235266135,1.0460838609801157
"Methotrexate, Adalimumab",Triamcinolone,0.13678151283985804,0.41781931986475535,0.058708469555984015,0.42921348314606744,1.0272705515029805,0.0015585108911622264,1.0199622151975745
Triamcinolone,"Methotrexate, Adalimumab",0.41781931986475535,0.13678151283985804,0.058708469555984015,0.14051162013041296,1.0272705515029803,0.0015585108911622264,1.0043399159056936
Adalimumab,"Triamcinolone, Methotrexate",0.22734512532483864,0.22460670075725822,0.058708469555984015,0.2582350049164208,1.1497208411226614,0.0076452310235266135,1.045335523221035
Methotrexate,"Triamcinolone, Adalimumab",0.553036018665996,0.09331600860647721,0.058708469555984015,0.10615668342470251,1.1376042011438325,0.007101355678456038,1.0143656886840342
Adalimumab,Etanercept,0.22734512532483864,0.155894598597256,0.05552295526308436,0.24422320550639134,1.5665918364325555,0.020081078207525783,1.1168712873333428
Etanercept,Adalimumab,0.155894598597256,0.22734512532483864,0.05552295526308436,0.3561570173866284,1.5665918364325553,0.020081078207525783,1.2000672454935204
Clobetasol,Calcipotriene,0.33193617794171065,0.08244613965965294,0.05381842568530472,0.1621348598366866,1.9665548988224042,0.02645156920063103,1.0951092441457835
Calcipotriene,Clobetasol,0.08244613965965294,0.33193617794171065,0.05381842568530472,0.6527707168276563,1.966554898822404,0.02645156920063103,1.9239846822674305
Etanercept,Clobetasol,0.155894598597256,0.33193617794171065,0.053119847989493395,0.34074206847105215,1.0265288664343417,0.001372790769363072,1.0133572765805319
Clobetasol,Etanercept,0.33193617794171065,0.155894598597256,0.053119847989493395,0.1600303055812779,1.0265288664343417,0.001372790769363072,1.0049236383306472
"Ketoconazole, Methotrexate",Triamcinolone,0.09414033028753457,0.41781931986475535,0.053119847989493395,0.564262392401306,1.3504937794258847,0.013786199216912272,1.3360808660597
"Methotrexate, Triamcinolone",Ketoconazole,0.22460670075725822,0.17435102132059127,0.053119847989493395,0.23650161731774075,1.356468207220128,0.013959440317017006,1.0814023937795483
Ketoconazole,"Methotrexate, Triamcinolone",0.17435102132059127,0.22460670075725822,0.053119847989493395,0.3046718487058258,1.356468207220128,0.013959440317017006,1.1151472837674512
Triamcinolone,"Ketoconazole, Methotrexate",0.41781931986475535,0.09414033028753457,0.053119847989493395,0.12713593044641366,1.3504937794258849,0.013786199216912272,1.0378015332625092
"Adalimumab, Clobetasol",Methotrexate,0.08285131472322352,0.553036018665996,0.05094028557856205,0.6148397976391231,1.1117536234298209,0.005120524342787092,1.1604625259678825
Adalimumab,"Methotrexate, Clobetasol",0.22734512532483864,0.1815184284796155,0.05094028557856205,0.22406588003933137,1.2343974213312119,0.0096729557070961,1.0548338453809358
Clobetasol,"Methotrexate, Adalimumab",0.33193617794171065,0.13678151283985804,0.05094028557856205,0.15346409630440275,1.1219651919194407,0.005537552993414546,1.019706882356337
"Methotrexate, Clobetasol",Adalimumab,0.1815184284796155,0.22734512532483864,0.05094028557856205,0.28063423645320196,1.2343974213312117,0.0096729557070961,1.074077908386443
Methotrexate,"Adalimumab, Clobetasol",0.553036018665996,0.08285131472322352,0.05094028557856205,0.0921102493494682,1.1117536234298206,0.005120524342787092,1.010198302844162
"Methotrexate, Adalimumab",Clobetasol,0.13678151283985804,0.33193617794171065,0.05094028557856205,0.37242083758937694,1.1219651919194404,0.005537552993414546,1.0645092477133222
"Triamcinolone, Betamethasone",Methotrexate,0.0907312711319753,0.553036018665996,0.05039539497582921,0.5554357868801971,1.0043392620610674,0.00021773402049657387,1.0053980238250855
"Triamcinolone, Methotrexate",Betamethasone,0.22460670075725822,0.16793807807304328,0.05039539497582921,0.2243717342622543,1.3360384782101986,0.01267537732832811,1.072758637973996
"Methotrexate, Betamethasone",Triamcinolone,0.0921004834157655,0.41781931986475535,0.05039539497582921,0.5471783980582524,1.3096053055549695,0.011914033635838893,1.2856733813907983
Triamcinolone,"Methotrexate, Betamethasone",0.41781931986475535,0.0921004834157655,0.05039539497582921,0.12061528172546397,1.3096053055549695,0.011914033635838893,1.0324258515267903
Betamethasone,"Triamcinolone, Methotrexate",0.16793807807304328,0.22460670075725822,0.05039539497582921,0.3000831946755408,1.3360384782101988,0.01267537732832811,1.1078363790440695
Methotrexate,"Triamcinolone, Betamethasone",0.553036018665996,0.0907312711319753,0.05039539497582921,0.0911249778945507,1.0043392620610674,0.00021773402049657387,1.000433180308623
Ketoconazole,"Triamcinolone, Clobetasol",0.17435102132059127,0.16853885489144102,0.04934752843211222,0.28303549963939423,1.679348657149134,0.019962606949586553,1.1596963931831572
Triamcinolone,"Ketoconazole, Clobetasol",0.41781931986475535,0.07948417022941291,0.04934752843211222,0.1181073399097141,1.4859227890135134,0.016137506486844484,1.0437957717851367
Clobetasol,"Ketoconazole, Triamcinolone",0.33193617794171065,0.09651549445329309,0.04934752843211222,0.1486657126020709,1.5403300106804607,0.017310544091131738,1.0612570395915488
"Triamcinolone, Clobetasol",Ketoconazole,0.16853885489144102,0.17435102132059127,0.04934752843211222,0.292796153527315,1.6793486571491338,0.019962606949586553,1.167483721698477
"Ketoconazole, Triamcinolone",Clobetasol,0.09651549445329309,0.33193617794171065,0.04934752843211222,0.5112912565141865,1.5403300106804607,0.017310544091131738,1.3669978918183243
"Ketoconazole, Clobetasol",Triamcinolone,0.07948417022941291,0.41781931986475535,0.04934752843211222,0.6208472490771665,1.4859227890135134,0.016137506486844484,1.535477927347894
Ketoconazole,Hydrocortisone,0.17435102132059127,0.15702629446447033,0.04931958532427977,0.28287523038705026,1.8014513515190618,0.02194189051021146,1.1754909902087245
Hydrocortisone,Ketoconazole,0.15702629446447033,0.17435102132059127,0.04931958532427977,0.3140848829967079,1.8014513515190618,0.02194189051021146,1.2037188833023578
"Triamcinolone, Clobetasol",Betamethasone,0.16853885489144102,0.16793807807304328,0.04930561377036354,0.2925474591726768,1.741995993579465,0.021001522399263405,1.176138149074863
"Triamcinolone, Betamethasone",Clobetasol,0.0907312711319753,0.33193617794171065,0.04930561377036354,0.5434246997228211,1.6371360997542388,0.019188622411022597,1.4632062261202468
"Betamethasone, Clobetasol",Triamcinolone,0.08110487048369519,0.41781931986475535,0.04930561377036354,0.6079242032730405,1.4549930421355828,0.015418431947146947,1.484867683736861
Triamcinolone,"Betamethasone, Clobetasol",0.41781931986475535,0.08110487048369519,0.04930561377036354,0.1180070222370841,1.4549930421355828,0.015418431947146947,1.0418395074380156
Clobetasol,"Triamcinolone, Betamethasone",0.33193617794171065,0.0907312711319753,0.04930561377036354,0.14853943934674638,1.6371360997542386,0.019188622411022597,1.0678929487590356
Betamethasone,"Triamcinolone, Clobetasol",0.16793807807304328,0.16853885489144102,0.04930561377036354,0.2935940099833611,1.741995993579465,0.021001522399263405,1.177030145354479
Clobetasol,Apremilast,0.33193617794171065,0.10245340486768939,0.048788666275463154,0.14698206919774393,1.4346235675384322,0.014780674646567682,1.0522013227648985
Apremilast,Clobetasol,0.10245340486768939,0.33193617794171065,0.048788666275463154,0.47620346379380873,1.434623567538432,0.014780674646567682,1.2754261929584574
"Methotrexate, Adalimumab",Fluticasone,0.13678151283985804,0.3315589459859726,0.04789448682482466,0.35015321756894796,1.0560813448350208,0.002543352597274555,1.0286133163780775
"Methotrexate, Fluticasone",Adalimumab,0.18160225780311287,0.22734512532483864,0.04789448682482466,0.26373288198184336,1.1600551434960948,0.006608098765302307,1.049421949950653
"Adalimumab, Fluticasone",Methotrexate,0.07434263838824154,0.553036018665996,0.04789448682482466,0.6442398045480173,1.1649147303317027,0.006780330073465721,1.2563630980867593
Methotrexate,"Adalimumab, Fluticasone",0.553036018665996,0.07434263838824154,0.04789448682482466,0.08660283455018569,1.164914730331703,0.006780330073465721,1.0134226343431956
Adalimumab,"Methotrexate, Fluticasone",0.22734512532483864,0.18160225780311287,0.04789448682482466,0.21066863323500493,1.1600551434960948,0.006608098765302307,1.0368240471058663
Fluticasone,"Methotrexate, Adalimumab",0.3315589459859726,0.13678151283985804,0.04789448682482466,0.14445240402848594,1.0560813448350208,0.002543352597274555,1.0089660601289134
Triamcinolone,"Methotrexate, Hydrocortisone",0.41781931986475535,0.08420655545309749,0.047684913516081257,0.11412807222872429,1.355334767164213,0.012501787788514254,1.0337763460356002
Hydrocortisone,"Triamcinolone, Methotrexate",0.15702629446447033,0.22460670075725822,0.047684913516081257,0.30367470415517395,1.3520286934064705,0.012415755584278855,1.1135503820839734
"Methotrexate, Hydrocortisone",Triamcinolone,0.08420655545309749,0.41781931986475535,0.047684913516081257,0.5662850506056081,1.355334767164213,0.012501787788514254,1.3423117670907114
"Triamcinolone, Methotrexate",Hydrocortisone,0.22460670075725822,0.15702629446447033,0.047684913516081257,0.2123040557352575,1.3520286934064705,0.012415755584278855,1.0701765213763859
Fluocinonide,Fluticasone,0.12346662195769413,0.3315589459859726,0.04637158744795596,0.3755799479461356,1.1327697608316847,0.005435124407214359,1.0704990203555564
Fluticasone,Fluocinonide,0.3315589459859726,0.12346662195769413,0.04637158744795596,0.1398592558257132,1.1327697608316847,0.005435124407214359,1.019058083202134
Triamcinolone,Calcipotriene,0.41781931986475535,0.08244613965965294,0.0460222986000503,0.1101488045477345,1.3360092419419674,0.01157470860197947,1.031131794877234
Calcipotriene,Triamcinolone,0.08244613965965294,0.41781931986475535,0.0460222986000503,0.5582104728012202,1.3360092419419674,0.01157470860197947,1.317778363436164
Triamcinolone,Apremilast,0.41781931986475535,0.10245340486768939,0.04591052616872048,0.1098812907540545,1.0725001369740483,0.0031035142290740877,1.0083448261554435
Apremilast,Triamcinolone,0.10245340486768939,0.41781931986475535,0.04591052616872048,0.4481112777853538,1.0725001369740483,0.0031035142290740877,1.0548878002055222
"Betamethasone, Clobetasol",Methotrexate,0.08110487048369519,0.553036018665996,0.0451281191494118,0.5564168819982773,1.0061132787344238,0.000274204482687751,1.0076217132597642
Methotrexate,"Betamethasone, Clobetasol",0.553036018665996,0.08110487048369519,0.0451281191494118,0.08160068716368138,1.006113278734424,0.000274204482687751,1.0005398704823232
Betamethasone,"Methotrexate, Clobetasol",0.16793807807304328,0.1815184284796155,0.0451281191494118,0.2687188019966722,1.4803940528101767,0.014644263135706007,1.1192432866524484
"Methotrexate, Betamethasone",Clobetasol,0.0921004834157655,0.33193617794171065,0.0451281191494118,0.48998786407766987,1.4761508284996694,0.014556636697798688,1.30989789262589
"Methotrexate, Clobetasol",Betamethasone,0.1815184284796155,0.16793807807304328,0.0451281191494118,0.24861453201970443,1.4803940528101769,0.014644263135706007,1.1073702611836735
Clobetasol,"Methotrexate, Betamethasone",0.33193617794171065,0.0921004834157655,0.0451281191494118,0.13595420489940233,1.4761508284996696,0.014556636697798688,1.0507539319470112
Triamcinolone,Mometasone,0.41781931986475535,0.08816050521138961,0.04482074496325481,0.10727303126567464,1.2167923834880185,0.007985582636898782,1.0214091505282763
Mometasone,Triamcinolone,0.08816050521138961,0.41781931986475535,0.04482074496325481,0.5083993660855785,1.2167923834880185,0.007985582636898782,1.184255348695485
"Ketoconazole, Methotrexate",Clobetasol,0.09414033028753457,0.33193617794171065,0.04444351300751669,0.47209854556248143,1.4222569787056591,0.013194931581702204,1.2655085839271165
"Ketoconazole, Clobetasol",Methotrexate,0.07948417022941291,0.553036018665996,0.04444351300751669,0.5591492353664967,1.0110539214339902,0.00048590395687188315,1.0138668619653701
"Methotrexate, Clobetasol",Ketoconazole,0.1815184284796155,0.17435102132059127,0.04444351300751669,0.2448429802955665,1.4043105594739063,0.012795589613587031,1.0933474193255406
Ketoconazole,"Methotrexate, Clobetasol",0.17435102132059127,0.1815184284796155,0.04444351300751669,0.25490824585303307,1.4043105594739063,0.012795589613587031,1.0984976910091286
Methotrexate,"Ketoconazole, Clobetasol",0.553036018665996,0.07948417022941291,0.04444351300751669,0.08036278200237475,1.0110539214339902,0.00048590395687188315,1.0009553895337935
Clobetasol,"Ketoconazole, Methotrexate",0.33193617794171065,0.09414033028753457,0.04444351300751669,0.1338917417291018,1.4222569787056591,0.013194931581702204,1.0458965851693034
Triamcinolone,"Clobetasol, Hydrocortisone",0.41781931986475535,0.06697962947439014,0.04299047140022914,0.10289249289416487,1.536175904548802,0.015005088168446128,1.0400318391444894
Hydrocortisone,"Triamcinolone, Clobetasol",0.15702629446447033,0.16853885489144102,0.04299047140022914,0.27377880594358933,1.6244254544148606,0.016525439543341083,1.144914458450759
Clobetasol,"Triamcinolone, Hydrocortisone",0.33193617794171065,0.08735015508424847,0.04299047140022914,0.1295142688778517,1.4827022201956745,0.013995794778948016,1.048437455418424
"Clobetasol, Hydrocortisone",Triamcinolone,0.06697962947439014,0.41781931986475535,0.04299047140022914,0.6418439716312058,1.536175904548802,0.015005088168446128,1.6254945722588026
"Triamcinolone, Clobetasol",Hydrocortisone,0.16853885489144102,0.15702629446447033,0.04299047140022914,0.2550775097405289,1.6244254544148604,0.016525439543341083,1.1316260638632423
"Triamcinolone, Hydrocortisone",Clobetasol,0.08735015508424847,0.33193617794171065,0.04299047140022914,0.4921625079974409,1.4827022201956745,0.013995794778948016,1.3155070914987166
"Triamcinolone, Adalimumab",Clobetasol,0.09331600860647721,0.33193617794171065,0.042669125660155925,0.45725407995208867,1.377536135974863,0.011694166422546105,1.2308960738006385
"Triamcinolone, Clobetasol",Adalimumab,0.16853885489144102,0.22734512532483864,0.042669125660155925,0.25317085302163644,1.1135970153742998,0.004352638572756473,1.0345805031864215
"Adalimumab, Clobetasol",Triamcinolone,0.08285131472322352,0.41781931986475535,0.042669125660155925,0.5150084317032041,1.2326103825689727,0.008052245692597881,1.200393405146732
Triamcinolone,"Adalimumab, Clobetasol",0.41781931986475535,0.08285131472322352,0.042669125660155925,0.10212339073733491,1.2326103825689727,0.008052245692597881,1.021464058441101
Adalimumab,"Triamcinolone, Clobetasol",0.22734512532483864,0.16853885489144102,0.042669125660155925,0.1876843657817109,1.1135970153742998,0.004352638572756473,1.0235690538059063
Clobetasol,"Triamcinolone, Adalimumab",0.33193617794171065,0.09331600860647721,0.042669125660155925,0.1285461739203637,1.3775361359748632,0.011694166422546105,1.040426886955531
Ketoconazole,Betamethasone,0.17435102132059127,0.16793807807304328,0.04257132478274234,0.24417020594598926,1.453929976736958,0.013291149352090047,1.1008588553569225
Betamethasone,Ketoconazole,0.16793807807304328,0.17435102132059127,0.04257132478274234,0.25349417637271215,1.453929976736958,0.013291149352090047,1.1060181348185103
Ketoconazole,"Triamcinolone, Fluticasone",0.17435102132059127,0.15403638192639785,0.041593316008606475,0.23856078211395143,1.5487301060339194,0.014736915499210343,1.111006102919436
Fluticasone,"Ketoconazole, Triamcinolone",0.3315589459859726,0.09651549445329309,0.041593316008606475,0.1254477266023345,1.2997677451991154,0.009592740396357637,1.0330823359896357
Triamcinolone,"Ketoconazole, Fluticasone",0.41781931986475535,0.06981585491938413,0.041593316008606475,0.09954857047316502,1.4258734006496525,0.012422902990412963,1.0330197882737604
"Ketoconazole, Triamcinolone",Fluticasone,0.09651549445329309,0.3315589459859726,0.041593316008606475,0.43094962362478284,1.2997677451991154,0.009592740396357637,1.1746605955555587
"Triamcinolone, Fluticasone",Ketoconazole,0.15403638192639785,0.17435102132059127,0.041593316008606475,0.2700226757369614,1.5487301060339191,0.014736915499210343,1.1310611319508552
"Ketoconazole, Fluticasone",Triamcinolone,0.06981585491938413,0.41781931986475535,0.041593316008606475,0.5957574544726836,1.4258734006496525,0.012422902990412963,1.4401766626909989
Methotrexate,Secukinumab,0.553036018665996,0.07322491407494341,0.04127197026853326,0.07462799686734203,1.019161276050971,0.0007759553213669002,1.0015162364839747
Secukinumab,Methotrexate,0.07322491407494341,0.553036018665996,0.04127197026853326,0.5636328944857851,1.019161276050971,0.0007759553213669002,1.0242843140233995
Mometasone,Fluticasone,0.08816050521138961,0.3315589459859726,0.04000055886215665,0.4537242472266244,1.36845726143013,0.010770154676677468,1.2236330289609845
Fluticasone,Mometasone,0.3315589459859726,0.08816050521138961,0.04000055886215665,0.12064388352787493,1.36845726143013,0.010770154676677468,1.0369399583490757
Fluocinonide,"Methotrexate, Triamcinolone",0.12346662195769413,0.22460670075725822,0.039078436303685696,0.3165101278714496,1.4091749124328896,0.011347005692124362,1.1344620174516737
Triamcinolone,"Methotrexate, Fluocinonide",0.41781931986475535,0.0674267191997094,0.039078436303685696,0.09352951011536532,1.3871282961038451,0.010906250346951276,1.0287960735698942
Methotrexate,"Triamcinolone, Fluocinonide",0.553036018665996,0.07050046106127923,0.039078436303685696,0.07066164767703306,1.0022863200229815,8.914200423874863e-05,1.000173442337068
"Triamcinolone, Fluocinonide",Methotrexate,0.07050046106127923,0.553036018665996,0.039078436303685696,0.5543004359889021,1.0022863200229815,8.914200423874863e-05,1.002836927439477
"Methotrexate, Triamcinolone",Fluocinonide,0.22460670075725822,0.12346662195769413,0.039078436303685696,0.17398606618561832,1.4091749124328896,0.011347005692124362,1.0611605230369838
"Methotrexate, Fluocinonide",Triamcinolone,0.0674267191997094,0.41781931986475535,0.039078436303685696,0.5795690012432656,1.3871282961038454,0.010906250346951276,1.3847234905533221
"Ketoconazole, Methotrexate",Fluticasone,0.09414033028753457,0.3315589459859726,0.038757090563612484,0.41169486494508756,1.2416943349871348,0.007544021878706189,1.1362148894920576
"Ketoconazole, Fluticasone",Methotrexate,0.06981585491938413,0.553036018665996,0.038757090563612484,0.5551330798479087,1.003791907056924,0.00014640811923348485,1.0047139067593422
"Methotrexate, Fluticasone",Ketoconazole,0.18160225780311287,0.17435102132059127,0.038757090563612484,0.21341744883828279,1.2240676723416342,0.007094551441514441,1.0496660235597568
Ketoconazole,"Methotrexate, Fluticasone",0.17435102132059127,0.18160225780311287,0.038757090563612484,0.22229345300104175,1.2240676723416342,0.007094551441514441,1.0523220427485784
Methotrexate,"Ketoconazole, Fluticasone",0.553036018665996,0.06981585491938413,0.038757090563612484,0.07008059015233813,1.003791907056924,0.00014640811923348485,1.0002846862106012
Fluticasone,"Ketoconazole, Methotrexate",0.3315589459859726,0.09414033028753457,0.038757090563612484,0.11689351481184947,1.2416943349871348,0.007544021878706189,1.0257649387768535
